Vendor ID,Vendor,Type,Num,Date,Due Date,Currency,Current,1 - 30,31 - 60,61 - 90,> 90,Open Balance (USD)
V-1078,Rogue Valley Cheese Works,Bill,B-20251,06/16/2026,07/16/2026,USD,"14,027.85",,,,,"14,027.85"
V-1078,Rogue Valley Cheese Works,Bill,B-20850,06/23/2026,07/23/2026,USD,"8,549.42",,,,,"8,549.42"
V-1080,Mt. Hood Berry Farm,Bill,B-21441,06/08/2026,07/08/2026,USD,"5,585.20",,,,,"5,585.20"
V-1080,Mt. Hood Berry Farm,Bill,B-21464,06/26/2026,07/26/2026,USD,"9,849.70",,,,,"9,849.70"
V-1119,Cowlitz Creek Farms,Bill,B-21574,06/17/2026,07/02/2026,USD,"6,763.60",,,,,"6,763.60"
V-1119,Cowlitz Creek Farms,Bill,B-21235,06/26/2026,07/11/2026,USD,"8,156.67",,,,,"8,156.67"
V-1120,Columbia River Freightways,Bill,B-20479,06/04/2026,07/04/2026,USD,"3,726.00",,,,,"3,726.00"
V-1120,Columbia River Freightways,Bill,B-21507,06/08/2026,07/08/2026,USD,"1,925.01",,,,,"1,925.01"
V-1120,Columbia River Freightways,Bill,B-21540,06/18/2026,07/18/2026,USD,814.81,,,,,814.81
V-1120,Columbia River Freightways,Bill,B-20368,06/25/2026,07/25/2026,USD,"1,225.35",,,,,"1,225.35"
V-1124,Coos Bay Crab Co.,Bill,B-21583,06/08/2026,07/08/2026,USD,"14,579.31",,,,,"14,579.31"
V-1124,Coos Bay Crab Co.,Bill,B-21158,06/18/2026,07/18/2026,USD,"11,417.91",,,,,"11,417.91"
V-1127,Nooksack Berry Growers,Bill,B-21093,06/26/2026,07/11/2026,USD,"12,747.26",,,,,"12,747.26"
V-1128,Yakima Hop & Herb,Bill,B-20529,06/15/2026,07/15/2026,USD,"9,744.58",,,,,"9,744.58"
V-1128,Yakima Hop & Herb,Bill,B-21539,06/24/2026,07/24/2026,USD,"6,901.42",,,,,"6,901.42"
V-1132,Rose City Tire & Auto,Bill,B-21358,06/09/2026,07/09/2026,USD,"2,066.86",,,,,"2,066.86"
V-1136,Hells Canyon Honey,Bill,B-20141,06/12/2026,07/12/2026,USD,"10,871.27",,,,,"10,871.27"
V-1136,Hells Canyon Honey,Bill,B-20362,06/26/2026,07/26/2026,USD,"9,681.61",,,,,"9,681.61"
V-1142,Umatilla Specialty Produce,Bill,B-20666,06/08/2026,07/08/2026,USD,"11,942.08",,,,,"11,942.08"
V-1142,Umatilla Specialty Produce,Bill,B-20644,06/17/2026,07/17/2026,USD,"5,102.79",,,,,"5,102.79"
V-1142,Umatilla Specialty Produce,Bill,B-20879,06/25/2026,07/25/2026,USD,"13,438.14",,,,,"13,438.14"
V-1143,CloudLedger Software,Bill,B-21405,06/16/2026,07/16/2026,USD,489.66,,,,,489.66
V-1147,Oregon Coast Seafood Traders,Bill,B-21169,06/04/2026,07/04/2026,USD,"13,578.71",,,,,"13,578.71"
V-1147,Oregon Coast Seafood Traders,Bill,B-21301,06/15/2026,07/15/2026,USD,"7,932.66",,,,,"7,932.66"
V-1147,Oregon Coast Seafood Traders,Bill,B-20138,06/23/2026,07/23/2026,USD,"7,012.62",,,,,"7,012.62"
V-1151,Walla Walla Onion Growers,Bill,B-20532,06/09/2026,07/09/2026,USD,"10,332.75",,,,,"10,332.75"
V-1151,Walla Walla Onion Growers,Bill,B-20647,06/15/2026,07/15/2026,USD,"12,650.61",,,,,"12,650.61"
V-1151,Walla Walla Onion Growers,Bill,B-21467,06/26/2026,07/26/2026,USD,"9,906.66",,,,,"9,906.66"
V-1154,Brightline Janitorial,Bill,B-21058,06/16/2026,07/16/2026,USD,"1,684.29",,,,,"1,684.29"
V-1155,Pacific Fleet Fuel,Bill,B-20122,06/02/2026,07/02/2026,USD,"2,801.00",,,,,"2,801.00"
V-1155,Pacific Fleet Fuel,Bill,B-21015,06/12/2026,07/12/2026,USD,"2,362.55",,,,,"2,362.55"
V-1155,Pacific Fleet Fuel,Bill,B-21154,06/19/2026,07/19/2026,USD,"3,157.32",,,,,"3,157.32"
V-1155,Pacific Fleet Fuel,Bill,B-20674,06/26/2026,07/26/2026,USD,"3,515.42",,,,,"3,515.42"
V-1161,Salem Pallet Recyclers,Bill,B-21192,06/12/2026,07/12/2026,USD,931.31,,,,,931.31
V-1166,Crown Linen & Uniform,Bill,B-21036,06/10/2026,07/10/2026,USD,541.60,,,,,541.60
V-1166,Crown Linen & Uniform,Bill,B-21252,06/23/2026,07/23/2026,USD,490.42,,,,,490.42
V-1173,Nisqually Salmon Co.,Bill,B-20588,06/08/2026,07/08/2026,USD,"4,804.89",,,,,"4,804.89"
V-1173,Nisqually Salmon Co.,Bill,B-21505,06/18/2026,07/18/2026,USD,"10,273.69",,,,,"10,273.69"
V-1173,Nisqually Salmon Co.,Bill,B-21458,06/24/2026,07/24/2026,USD,"5,729.64",,,,,"5,729.64"
V-1180,Beaverton Forklift Leasing,Bill,B-20345,06/22/2026,07/22/2026,USD,"2,178.50",,,,,"2,178.50"
V-1187,"Pacific Coast Packaging, L.L.C.",Bill,B-21544,06/18/2026,07/18/2026,USD,"6,120.00",,,,,"6,120.00"
V-1193,Chehalis Valley Eggs,Bill,B-21111,06/10/2026,07/10/2026,USD,"15,630.22",,,,,"15,630.22"
V-1193,Chehalis Valley Eggs,Bill,B-21068,06/19/2026,07/19/2026,USD,"4,205.16",,,,,"4,205.16"
V-1197,Northgate IT Partners,Bill,B-20952,06/22/2026,07/22/2026,USD,"2,350.93",,,,,"2,350.93"
V-1198,Emerald City Cold Storage,Bill,B-20351,06/03/2026,07/03/2026,USD,"2,352.21",,,,,"2,352.21"
V-1200,Yamhill Charcuterie,Bill,B-20127,06/02/2026,07/02/2026,USD,"8,592.01",,,,,"8,592.01"
V-1200,Yamhill Charcuterie,Bill,B-21457,06/09/2026,07/09/2026,USD,"12,785.08",,,,,"12,785.08"
V-1200,Yamhill Charcuterie,Bill,B-20853,06/26/2026,07/26/2026,USD,"8,485.67",,,,,"8,485.67"
V-1204,Northwest Reefer Transport,Bill,B-20973,06/08/2026,07/08/2026,USD,"4,332.77",,,,,"4,332.77"
V-1204,Northwest Reefer Transport,Bill,B-20401,06/18/2026,07/18/2026,USD,"3,531.19",,,,,"3,531.19"
V-1204,Northwest Reefer Transport,Bill,B-20017,06/26/2026,07/26/2026,USD,"2,934.41",,,,,"2,934.41"
V-1205,Methow Valley Apples,Bill,B-20435,06/18/2026,07/03/2026,USD,"9,213.44",,,,,"9,213.44"
V-1205,Methow Valley Apples,Bill,B-21486,06/22/2026,07/07/2026,USD,"10,674.79",,,,,"10,674.79"
V-1206,Pend Oreille Wild Rice,Bill,B-21240,06/08/2026,07/08/2026,USD,"11,590.63",,,,,"11,590.63"
V-1206,Pend Oreille Wild Rice,Bill,B-20790,06/11/2026,07/11/2026,USD,"7,246.26",,,,,"7,246.26"
V-1206,Pend Oreille Wild Rice,Bill,B-20207,06/22/2026,07/22/2026,USD,"6,413.09",,,,,"6,413.09"
V-1209,Sound Cartage Co.,Bill,B-20349,06/08/2026,07/08/2026,USD,611.59,,,,,611.59
V-1209,Sound Cartage Co.,Bill,B-21333,06/15/2026,07/15/2026,USD,910.26,,,,,910.26
V-1209,Sound Cartage Co.,Bill,B-20883,06/26/2026,07/26/2026,USD,"1,019.22",,,,,"1,019.22"
V-1211,Portland General Utilities,Bill,B-20982,06/12/2026,07/02/2026,USD,"1,155.45",,,,,"1,155.45"
V-1213,Pinnacle Payroll Services,Bill,B-20703,06/18/2026,07/18/2026,USD,369.20,,,,,369.20
V-1216,Chinook Smokehouse Co.,Bill,B-20863,06/08/2026,07/08/2026,USD,"9,913.98",,,,,"9,913.98"
V-1216,Chinook Smokehouse Co.,Bill,B-20596,06/24/2026,07/24/2026,USD,"10,331.51",,,,,"10,331.51"
V-1220,Treasure Valley Trucking,Bill,B-20174,06/11/2026,07/11/2026,USD,"2,017.43",,,,,"2,017.43"
V-1220,Treasure Valley Trucking,Bill,B-21510,06/15/2026,07/15/2026,USD,833.40,,,,,833.40
V-1220,Treasure Valley Trucking,Bill,B-20312,06/25/2026,07/25/2026,USD,"2,752.36",,,,,"2,752.36"
V-1223,Malheur Onion Co.,Bill,B-20700,06/04/2026,07/04/2026,USD,"10,772.30",,,,,"10,772.30"
V-1223,Malheur Onion Co.,Bill,B-21080,06/16/2026,07/16/2026,USD,"14,010.89",,,,,"14,010.89"
V-1223,Malheur Onion Co.,Bill,B-21568,06/24/2026,07/24/2026,USD,"6,259.18",,,,,"6,259.18"
V-1224,Siuslaw Cranberry Growers,Bill,B-21400,06/15/2026,07/15/2026,USD,"9,925.07",,,,,"9,925.07"
V-1224,Siuslaw Cranberry Growers,Bill,B-20225,06/24/2026,07/24/2026,USD,"5,347.26",,,,,"5,347.26"
V-1226,Skagit Valley Grains,Bill,B-20060,06/05/2026,07/05/2026,USD,"7,094.56",,,,,"7,094.56"
V-1226,Skagit Valley Grains,Bill,B-20536,06/19/2026,07/19/2026,USD,"14,466.03",,,,,"14,466.03"
V-1226,Skagit Valley Grains,Bill,B-21130,06/26/2026,07/26/2026,USD,"15,563.58",,,,,"15,563.58"
V-1227,Blue Mountain Carriers,Bill,B-20976,06/10/2026,07/10/2026,USD,"2,167.51",,,,,"2,167.51"
V-1227,Blue Mountain Carriers,Bill,B-20305,06/17/2026,07/17/2026,USD,"2,618.61",,,,,"2,618.61"
V-1227,Blue Mountain Carriers,Bill,B-21290,06/22/2026,07/22/2026,USD,"1,272.65",,,,,"1,272.65"
V-1233,Lummi Bay Seafood,Bill,B-21557,06/03/2026,07/03/2026,USD,"12,798.84",,,,,"12,798.84"
V-1233,Lummi Bay Seafood,Bill,B-20424,06/15/2026,07/15/2026,USD,"7,158.71",,,,,"7,158.71"
V-1233,Lummi Bay Seafood,Bill,B-20266,06/22/2026,07/22/2026,USD,"8,487.07",,,,,"8,487.07"
V-1235,Bitterroot Bakehouse Supply,Bill,B-20193,06/08/2026,07/08/2026,USD,"15,546.89",,,,,"15,546.89"
V-1235,Bitterroot Bakehouse Supply,Bill,B-20202,06/11/2026,07/11/2026,USD,"9,907.75",,,,,"9,907.75"
V-1235,Bitterroot Bakehouse Supply,Bill,B-20448,06/25/2026,07/25/2026,USD,"14,258.64",,,,,"14,258.64"
V-1236,Kittitas Hay & Grain,Bill,B-20794,06/26/2026,07/11/2026,USD,"7,157.07",,,,,"7,157.07"
V-1237,McKenzie River Mills,Bill,B-20871,06/08/2026,07/08/2026,USD,"6,196.15",,,,,"6,196.15"
V-1237,McKenzie River Mills,Bill,B-20004,06/15/2026,07/15/2026,USD,"6,057.21",,,,,"6,057.21"
V-1237,McKenzie River Mills,Bill,B-20671,06/23/2026,07/23/2026,USD,"12,739.94",,,,,"12,739.94"
V-1239,Newberg Nut Growers,Bill,B-20430,06/08/2026,07/08/2026,USD,"12,537.79",,,,,"12,537.79"
V-1239,Newberg Nut Growers,Bill,B-21048,06/15/2026,07/15/2026,USD,"11,424.49",,,,,"11,424.49"
V-1239,Newberg Nut Growers,Bill,B-21096,06/25/2026,07/25/2026,USD,"13,403.83",,,,,"13,403.83"
V-1242,Teton Valley Trout,Bill,B-21089,06/02/2026,07/02/2026,USD,"10,981.75",,,,,"10,981.75"
V-1242,Teton Valley Trout,Bill,B-21135,06/15/2026,07/15/2026,USD,"8,555.52",,,,,"8,555.52"
V-1242,Teton Valley Trout,Bill,B-20473,06/22/2026,07/22/2026,USD,"11,828.82",,,,,"11,828.82"
V-1244,Portland Fleet Wash,Bill,B-20477,06/05/2026,07/05/2026,USD,368.15,,,,,368.15
V-1251,Payette Valley Beef,Bill,B-20450,06/09/2026,07/09/2026,USD,"10,659.29",,,,,"10,659.29"
V-1251,Payette Valley Beef,Bill,B-20641,06/16/2026,07/16/2026,USD,"9,556.73",,,,,"9,556.73"
V-1251,Payette Valley Beef,Bill,B-20711,06/24/2026,07/24/2026,USD,"10,383.94",,,,,"10,383.94"
V-1252,Snake River Trout Farms,Bill,B-20002,06/03/2026,07/03/2026,USD,"15,069.54",,,,,"15,069.54"
V-1252,Snake River Trout Farms,Bill,B-21187,06/15/2026,07/15/2026,USD,"4,915.26",,,,,"4,915.26"
V-1252,Snake River Trout Farms,Bill,B-20466,06/22/2026,07/22/2026,USD,"4,129.92",,,,,"4,129.92"
V-1255,Coquille Dairy Cooperative,Bill,B-21413,06/10/2026,07/10/2026,USD,"11,284.94",,,,,"11,284.94"
V-1255,Coquille Dairy Cooperative,Bill,B-20858,06/26/2026,07/26/2026,USD,"9,321.19",,,,,"9,321.19"
V-1263,Summit Refrigeration Services,Bill,B-20232,06/19/2026,07/19/2026,USD,"7,629.23",,,,,"7,629.23"
V-1265,Coastline Shredding,Bill,B-21414,06/24/2026,07/24/2026,USD,105.19,,,,,105.19
V-1266,Silvies River Lamb,Bill,B-21403,06/08/2026,07/08/2026,USD,"11,681.26",,,,,"11,681.26"
V-1266,Silvies River Lamb,Bill,B-20339,06/15/2026,07/15/2026,USD,"4,743.97",,,,,"4,743.97"
V-1266,Silvies River Lamb,Bill,B-20048,06/23/2026,07/23/2026,USD,"7,109.02",,,,,"7,109.02"
V-1270,Santiam Canning Co.,Bill,B-21016,06/26/2026,07/11/2026,USD,"14,581.62",,,,,"14,581.62"
V-1274,Olympic Peninsula Mushrooms,Bill,B-20243,06/19/2026,07/04/2026,USD,"6,269.56",,,,,"6,269.56"
V-1276,Critter Guard Pest Control,Bill,B-20306,06/22/2026,07/22/2026,USD,385.65,,,,,385.65
V-1277,Metro Waste Haulers,Bill,B-20334,06/08/2026,07/08/2026,USD,602.21,,,,,602.21
V-1279,Willamette Valley Creamery,Bill,B-20870,06/08/2026,07/08/2026,USD,"13,228.34",,,,,"13,228.34"
V-1279,Willamette Valley Creamery,Bill,B-20391,06/12/2026,07/12/2026,USD,"11,874.59",,,,,"11,874.59"
V-1279,Willamette Valley Creamery,Bill,B-20913,06/24/2026,07/24/2026,USD,"6,288.92",,,,,"6,288.92"
V-1280,Grande Ronde Poultry,Bill,B-20213,06/23/2026,07/08/2026,USD,"15,074.17",,,,,"15,074.17"
V-1281,Boardman Tree Fruit,Bill,B-20747,06/05/2026,07/05/2026,USD,"6,809.89",,,,,"6,809.89"
V-1281,Boardman Tree Fruit,Bill,B-20088,06/15/2026,07/15/2026,USD,"4,798.29",,,,,"4,798.29"
V-1281,Boardman Tree Fruit,Bill,B-20098,06/22/2026,07/22/2026,USD,"8,723.68",,,,,"8,723.68"
V-1284,Hood Canal Oyster Co.,Bill,B-20759,06/15/2026,07/15/2026,USD,"11,581.51",,,,,"11,581.51"
V-1284,Hood Canal Oyster Co.,Bill,B-20330,06/22/2026,07/22/2026,USD,"5,158.74",,,,,"5,158.74"
V-1288,Wallowa Grass-Fed Beef,Bill,B-20013,06/05/2026,07/05/2026,USD,"9,585.67",,,,,"9,585.67"
V-1288,Wallowa Grass-Fed Beef,Bill,B-20568,06/11/2026,07/11/2026,USD,"4,824.05",,,,,"4,824.05"
V-1288,Wallowa Grass-Fed Beef,Bill,B-20400,06/24/2026,07/24/2026,USD,"12,056.36",,,,,"12,056.36"
V-1289,Blue Heron Preserves,Bill,B-20044,06/26/2026,07/11/2026,USD,"6,562.69",,,,,"6,562.69"
V-1290,Columbia Gorge Orchards,Bill,B-20665,06/12/2026,07/12/2026,USD,"9,949.07",,,,,"9,949.07"
V-1290,Columbia Gorge Orchards,Bill,B-20068,06/22/2026,07/22/2026,USD,"15,421.41",,,,,"15,421.41"
V-1291,Palouse Lentil Growers,Bill,B-21013,06/25/2026,07/10/2026,USD,"5,723.92",,,,,"5,723.92"
V-1292,Hermiston Melon Farms,Bill,B-20912,06/24/2026,07/09/2026,USD,"4,457.24",,,,,"4,457.24"
V-1294,Umpqua Oat Mill,Bill,B-20974,06/09/2026,07/09/2026,USD,"10,410.61",,,,,"10,410.61"
V-1294,Umpqua Oat Mill,Bill,B-21477,06/19/2026,07/19/2026,USD,"11,029.95",,,,,"11,029.95"
V-1299,Evergreen Box & Film,Bill,B-21201,06/09/2026,07/09/2026,USD,"1,886.60",,,,,"1,886.60"
V-1299,Evergreen Box & Film,Bill,B-20869,06/26/2026,07/26/2026,USD,"4,173.03",,,,,"4,173.03"
,TOTAL,,,,,,"1,188,436.65",0.00,0.00,0.00,0.00,"1,188,436.65"
