Customer ID,Customer,Type,Num,Date,Due Date,Currency,Current,1 - 30,31 - 60,61 - 90,> 90,Open Balance (USD)
C-0132,Jubilee Cantina,Invoice,INV-9987,12/29/2025,01/13/2026,USD,778.29,,,,,778.29
C-0133,Sawtooth Natural Foods,Invoice,INV-9854,12/04/2025,01/03/2026,USD,"15,415.38",,,,,"15,415.38"
C-0133,Sawtooth Natural Foods,Invoice,INV-9941,12/22/2025,01/21/2026,USD,"25,261.60",,,,,"25,261.60"
C-0135,Vine Bistro,Invoice,INV-9944,12/17/2025,01/01/2026,USD,"3,748.06",,,,,"3,748.06"
C-0136,Redtail Brasserie,Invoice,INV-9902,12/11/2025,12/26/2025,USD,,"3,834.56",,,,"3,834.56"
C-0143,Gorge Valley Co-op,Invoice,INV-9868,12/08/2025,01/07/2026,USD,"24,120.85",,,,,"24,120.85"
C-0143,Gorge Valley Co-op,Invoice,INV-9959,12/22/2025,01/21/2026,USD,"14,459.21",,,,,"14,459.21"
C-0146,Jetty Tavern,Invoice,INV-9972,12/23/2025,01/07/2026,USD,"1,830.73",,,,,"1,830.73"
C-0147,Vashon Island Market,Invoice,INV-9883,12/05/2025,01/04/2026,USD,"12,339.91",,,,,"12,339.91"
C-0147,Vashon Island Market,Invoice,INV-9971,12/22/2025,01/21/2026,USD,"28,408.48",,,,,"28,408.48"
C-0155,Lodestar Cafe,Invoice,INV-9945,12/18/2025,01/02/2026,USD,"3,336.33",,,,,"3,336.33"
C-0156,Hollow Noodle House,Invoice,INV-10005,12/29/2025,01/13/2026,USD,"1,922.99",,,,,"1,922.99"
C-0158,Umber Grill,Invoice,INV-9961,12/19/2025,01/03/2026,USD,"2,434.19",,,,,"2,434.19"
C-0163,Elk Rock Provisions,Invoice,INV-9874,12/10/2025,01/09/2026,USD,"18,467.16",,,,,"18,467.16"
C-0163,Elk Rock Provisions,Invoice,INV-9975,12/23/2025,01/22/2026,USD,"16,708.78",,,,,"16,708.78"
C-0177,Quarterdeck Tavern,Invoice,INV-9967,12/22/2025,01/06/2026,USD,"2,525.93",,,,,"2,525.93"
C-0183,Madrona Food Co-op,Invoice,INV-9871,12/04/2025,01/03/2026,USD,"13,392.73",,,,,"13,392.73"
C-0183,Madrona Food Co-op,Invoice,INV-9903,12/17/2025,01/16/2026,USD,"22,250.98",,,,,"22,250.98"
C-0186,Hawthorne Fresh Market,Invoice,INV-9856,12/04/2025,01/03/2026,USD,"25,894.56",,,,,"25,894.56"
C-0186,Hawthorne Fresh Market,Invoice,INV-9955,12/18/2025,01/17/2026,USD,"26,764.42",,,,,"26,764.42"
C-0189,Ironclad Brasserie,Invoice,INV-9948,12/19/2025,01/03/2026,USD,"3,271.05",,,,,"3,271.05"
C-0190,Magpie Tavern,Invoice,INV-9897,12/09/2025,12/24/2025,USD,,"2,224.26",,,,"2,224.26"
C-0191,Riverstone Smokehouse,Invoice,INV-9988,12/29/2025,01/13/2026,USD,"1,466.70",,,,,"1,466.70"
C-0193,Quinault Country Store,Invoice,INV-9875,12/04/2025,01/03/2026,USD,"26,756.65",,,,,"26,756.65"
C-0193,Quinault Country Store,Invoice,INV-9916,12/19/2025,01/18/2026,USD,"28,571.94",,,,,"28,571.94"
C-0197,Elderberry Deli,Invoice,INV-9974,12/22/2025,01/06/2026,USD,"3,812.89",,,,,"3,812.89"
C-0198,GREEN VALLEY COOP #2,Invoice,INV-9882,12/08/2025,01/07/2026,USD,"27,326.69",,,,,"27,326.69"
C-0198,GREEN VALLEY COOP #2,Invoice,INV-9914,12/18/2025,01/17/2026,USD,"22,397.64",,,,,"22,397.64"
C-0200,Ember Lane Grocers,Invoice,INV-9886,12/09/2025,01/08/2026,USD,"19,621.81",,,,,"19,621.81"
C-0200,Ember Lane Grocers,Invoice,INV-9910,12/18/2025,01/17/2026,USD,"18,008.51",,,,,"18,008.51"
C-0206,Otter Brasserie,Invoice,INV-9994,12/29/2025,01/13/2026,USD,"3,626.31",,,,,"3,626.31"
C-0216,Arbor Kitchen,Invoice,INV-9978,12/23/2025,01/07/2026,USD,"1,007.32",,,,,"1,007.32"
C-0219,Huckleberry Grill,Invoice,INV-10006,12/29/2025,01/13/2026,USD,"1,870.53",,,,,"1,870.53"
C-0233,Rose City Market Hall,Invoice,INV-9857,12/04/2025,01/03/2026,USD,"21,035.01",,,,,"21,035.01"
C-0233,Rose City Market Hall,Invoice,INV-9950,12/22/2025,01/21/2026,USD,"14,939.30",,,,,"14,939.30"
C-0237,Plover Supper Club,Invoice,INV-9995,12/29/2025,01/13/2026,USD,"3,190.25",,,,,"3,190.25"
C-0242,Pumice Cantina,Invoice,INV-9989,12/29/2025,01/13/2026,USD,"1,293.22",,,,,"1,293.22"
C-0247,Wren Noodle House,Invoice,INV-9887,12/08/2025,12/23/2025,USD,,"3,225.33",,,,"3,225.33"
C-0250,Nettle Cantina,Invoice,INV-9892,12/09/2025,12/24/2025,USD,,"2,448.21",,,,"2,448.21"
C-0264,Vale Brasserie,Invoice,INV-9962,12/19/2025,01/03/2026,USD,"2,721.80",,,,,"2,721.80"
C-0273,Coldwater Creek Market,Invoice,INV-9855,12/04/2025,01/03/2026,USD,"12,652.18",,,,,"12,652.18"
C-0273,Coldwater Creek Market,Invoice,INV-9942,12/22/2025,01/21/2026,USD,"11,542.68",,,,,"11,542.68"
C-0275,Tamarack Smokehouse,Invoice,INV-9996,12/29/2025,01/13/2026,USD,863.93,,,,,863.93
C-0276,Mossy Rock Taproom,Invoice,INV-9990,12/29/2025,01/13/2026,USD,"3,288.23",,,,,"3,288.23"
C-0278,Sorrel Cantina,Invoice,INV-9983,12/25/2025,01/09/2026,USD,"3,242.64",,,,,"3,242.64"
C-0282,Yarrow Deli,Invoice,INV-9973,12/23/2025,01/07/2026,USD,"2,350.59",,,,,"2,350.59"
C-0295,Zephyr Bakery,Invoice,INV-9991,12/29/2025,01/13/2026,USD,"3,299.21",,,,,"3,299.21"
C-0296,Bluebird Smokehouse,Invoice,INV-9997,12/29/2025,01/13/2026,USD,"1,876.35",,,,,"1,876.35"
C-0299,Orchard Bakery,Invoice,INV-9946,12/18/2025,01/02/2026,USD,"1,220.39",,,,,"1,220.39"
C-0305,Bittern Bistro,Invoice,INV-9956,12/18/2025,01/02/2026,USD,"1,449.33",,,,,"1,449.33"
C-0306,Tillamook Road Grocery,Invoice,INV-9881,12/04/2025,01/03/2026,USD,"24,680.05",,,,,"24,680.05"
C-0306,Tillamook Road Grocery,Invoice,INV-9979,12/23/2025,01/22/2026,USD,"24,793.84",,,,,"24,793.84"
C-0308,Northstar Deli,Invoice,INV-9908,12/11/2025,12/26/2025,USD,,"3,934.01",,,,"3,934.01"
C-0323,Waxwing Eatery,Invoice,INV-9976,12/23/2025,01/07/2026,USD,"1,847.44",,,,,"1,847.44"
C-0324,Obsidian Grill,Invoice,INV-9998,12/29/2025,01/13/2026,USD,"1,842.72",,,,,"1,842.72"
C-0325,Cobalt Cafe,Invoice,INV-9925,12/15/2025,12/30/2025,USD,,"2,734.49",,,,"2,734.49"
C-0328,Drumlin Bakery,Invoice,INV-9980,12/23/2025,01/07/2026,USD,"2,300.54",,,,,"2,300.54"
C-0329,Oxbow Smokehouse,Invoice,INV-9913,12/12/2025,12/27/2025,USD,,"1,634.93",,,,"1,634.93"
C-0330,Alder Street Market,Invoice,INV-9858,12/05/2025,01/04/2026,USD,"21,180.62",,,,,"21,180.62"
C-0330,Alder Street Market,Invoice,INV-9939,12/19/2025,01/18/2026,USD,"12,453.75",,,,,"12,453.75"
C-0331,Ironwood Grocery,Invoice,INV-9863,12/08/2025,01/07/2026,USD,"13,992.68",,,,,"13,992.68"
C-0331,Ironwood Grocery,Invoice,INV-9933,12/23/2025,01/22/2026,USD,"13,178.94",,,,,"13,178.94"
C-0335,Mountain Grocers Inc.,Invoice,INV-9888,12/08/2025,01/07/2026,USD,"28,574.96",,,,,"28,574.96"
C-0335,Mountain Grocers Inc.,Invoice,INV-9911,12/19/2025,01/18/2026,USD,"25,057.19",,,,,"25,057.19"
C-0337,Saffron Taproom,Invoice,INV-9889,12/08/2025,12/23/2025,USD,,"3,646.46",,,,"3,646.46"
C-0340,Eastside Cafe,Invoice,INV-9919,12/15/2025,12/30/2025,USD,,809.95,,,,809.95
C-0348,Foxglove Market,Invoice,INV-9864,12/08/2025,01/07/2026,USD,"26,178.70",,,,,"26,178.70"
C-0348,Foxglove Market,Invoice,INV-9904,12/18/2025,01/17/2026,USD,"16,079.74",,,,,"16,079.74"
C-0349,Dovetail Taproom,Invoice,INV-9999,12/29/2025,01/13/2026,USD,"2,076.85",,,,,"2,076.85"
C-0351,Yeoman Brasserie,Invoice,INV-9915,12/12/2025,12/27/2025,USD,,831.13,,,,831.13
C-0353,Uproot Cafe,Invoice,INV-10000,12/29/2025,01/13/2026,USD,"1,539.17",,,,,"1,539.17"
C-0357,Mountain Grocers LLC,Invoice,INV-9879,12/05/2025,01/04/2026,USD,"23,929.86",,,,,"23,929.86"
C-0357,Mountain Grocers LLC,Invoice,INV-9922,12/16/2025,01/15/2026,USD,"27,367.32",,,,,"27,367.32"
C-0362,Quince Noodle House,Invoice,INV-9937,12/16/2025,12/31/2025,USD,"1,699.41",,,,,"1,699.41"
C-0365,Quarry Bistro,Invoice,INV-9907,12/10/2025,12/25/2025,USD,,"2,141.60",,,,"2,141.60"
C-0366,Kettle Bistro,Invoice,INV-9968,12/22/2025,01/06/2026,USD,"3,481.45",,,,,"3,481.45"
C-0378,Yellowjacket Taproom,Invoice,INV-9981,12/25/2025,01/09/2026,USD,"3,434.88",,,,,"3,434.88"
C-0379,Filbert & Oak Market,Invoice,INV-9872,12/05/2025,01/04/2026,USD,"14,880.52",,,,,"14,880.52"
C-0379,Filbert & Oak Market,Invoice,INV-9928,12/19/2025,01/18/2026,USD,"27,887.86",,,,,"27,887.86"
C-0381,Rookery Cafe,Invoice,INV-9963,12/19/2025,01/03/2026,USD,"1,868.44",,,,,"1,868.44"
C-0389,Umpqua Valley Foods,Invoice,INV-9865,12/04/2025,01/03/2026,USD,"19,779.29",,,,,"19,779.29"
C-0389,Umpqua Valley Foods,Invoice,INV-9951,12/22/2025,01/21/2026,USD,"21,040.73",,,,,"21,040.73"
C-0390,Dogwood Bistro,Invoice,INV-9984,12/25/2025,01/09/2026,USD,"2,744.02",,,,,"2,744.02"
C-0396,Driftwood Pantry,Invoice,INV-9900,12/09/2025,01/08/2026,USD,"25,069.42",,,,,"25,069.42"
C-0396,Driftwood Pantry,Invoice,INV-9943,12/22/2025,01/21/2026,USD,"11,041.27",,,,,"11,041.27"
C-0399,Larch Mountain Mercantile,Invoice,INV-9869,12/10/2025,01/09/2026,USD,"17,810.36",,,,,"17,810.36"
C-0399,Larch Mountain Mercantile,Invoice,INV-9931,12/22/2025,01/21/2026,USD,"21,761.02",,,,,"21,761.02"
C-0400,Salmonberry Market,Invoice,INV-9859,12/05/2025,01/04/2026,USD,"16,478.73",,,,,"16,478.73"
C-0400,Salmonberry Market,Invoice,INV-9921,12/17/2025,01/16/2026,USD,"14,264.15",,,,,"14,264.15"
C-0401,Pinewood Kitchen,Invoice,INV-9898,12/10/2025,12/25/2025,USD,,"2,476.93",,,,"2,476.93"
C-0403,Basalt Grill,Invoice,INV-9957,12/18/2025,01/02/2026,USD,"3,292.47",,,,,"3,292.47"
C-0404,Cairn Cafe,Invoice,INV-9893,12/09/2025,12/24/2025,USD,,"3,800.87",,,,"3,800.87"
C-0406,Wharf Cantina,Invoice,INV-9926,12/15/2025,12/30/2025,USD,,962.88,,,,962.88
C-0414,Belmont Natural Foods,Invoice,INV-9884,12/08/2025,01/07/2026,USD,"16,033.40",,,,,"16,033.40"
C-0414,Belmont Natural Foods,Invoice,INV-9953,12/23/2025,01/22/2026,USD,"20,507.05",,,,,"20,507.05"
C-0415,Kestrel Market Hall,Invoice,INV-9876,12/04/2025,01/03/2026,USD,"11,895.59",,,,,"11,895.59"
C-0415,Kestrel Market Hall,Invoice,INV-9969,12/23/2025,01/22/2026,USD,"25,849.00",,,,,"25,849.00"
C-0420,Nehalem Bay Grocers,Invoice,INV-9877,12/04/2025,01/03/2026,USD,"23,550.64",,,,,"23,550.64"
C-0420,Nehalem Bay Grocers,Invoice,INV-9899,12/17/2025,01/16/2026,USD,"19,905.22",,,,,"19,905.22"
C-0423,Salt Marsh Kitchen,Invoice,INV-9920,12/15/2025,12/30/2025,USD,,"3,860.75",,,,"3,860.75"
C-0425,Thistle Pizzeria,Invoice,INV-9992,12/29/2025,01/13/2026,USD,"1,452.04",,,,,"1,452.04"
C-0427,Deschutes Food Hall,Invoice,INV-9880,12/09/2025,01/08/2026,USD,"22,488.49",,,,,"22,488.49"
C-0427,Deschutes Food Hall,Invoice,INV-9960,12/22/2025,01/21/2026,USD,"23,421.31",,,,,"23,421.31"
,TOTAL,,,,,,"1,711,505.54","53,858.84",0.00,"3,589.87",0.00,"1,768,954.25"
