Customer ID,Customer,Type,Num,Date,Due Date,Currency,Current,1 - 30,31 - 60,61 - 90,> 90,Open Balance (USD)
C-0183,Madrona Food Co-op,Invoice,INV-10769,06/04/2026,07/04/2026,USD,"17,915.23",,,,,"17,915.23"
C-0183,Madrona Food Co-op,Invoice,INV-10820,06/19/2026,07/19/2026,USD,"24,360.04",,,,,"24,360.04"
C-0186,Hawthorne Fresh Market,Invoice,INV-10727,05/28/2026,06/27/2026,USD,,"22,287.57",,,,"22,287.57"
C-0186,Hawthorne Fresh Market,Invoice,INV-10770,06/10/2026,07/10/2026,USD,"26,642.23",,,,,"26,642.23"
C-0186,Hawthorne Fresh Market,Invoice,INV-10864,06/23/2026,07/23/2026,USD,"27,185.27",,,,,"27,185.27"
C-0189,Ironclad Brasserie,Invoice,INV-10833,06/19/2026,07/04/2026,USD,"2,289.61",,,,,"2,289.61"
C-0190,Magpie Tavern,Invoice,INV-10816,06/15/2026,06/30/2026,USD,"3,398.17",,,,,"3,398.17"
C-0193,Quinault Country Store,Invoice,INV-10760,06/01/2026,07/01/2026,USD,"11,004.35",,,,,"11,004.35"
C-0193,Quinault Country Store,Invoice,INV-10819,06/16/2026,07/16/2026,USD,"18,501.15",,,,,"18,501.15"
C-0197,Elderberry Deli,Invoice,INV-10848,06/22/2026,07/07/2026,USD,"3,280.89",,,,,"3,280.89"
C-0198,GREEN VALLEY COOP #2,Invoice,INV-10765,06/08/2026,07/08/2026,USD,"13,535.35",,,,,"13,535.35"
C-0198,GREEN VALLEY COOP #2,Invoice,INV-10859,06/22/2026,07/22/2026,USD,"21,328.06",,,,,"21,328.06"
C-0200,Ember Lane Grocers,Invoice,INV-10738,05/26/2026,06/25/2026,USD,,"18,710.90",,,,"18,710.90"
C-0200,Ember Lane Grocers,Invoice,INV-10784,06/08/2026,07/08/2026,USD,"18,048.28",,,,,"18,048.28"
C-0200,Ember Lane Grocers,Invoice,INV-10844,06/23/2026,07/23/2026,USD,"14,277.58",,,,,"14,277.58"
C-0207,Wildwood Tavern,Invoice,INV-10851,06/22/2026,07/07/2026,USD,"1,761.49",,,,,"1,761.49"
C-0209,Kelp Grill,Invoice,INV-10828,06/17/2026,07/02/2026,USD,862.53,,,,,862.53
C-0215,Nook Eatery,Invoice,INV-10810,06/15/2026,06/30/2026,USD,"1,432.16",,,,,"1,432.16"
C-0215,Nook Eatery,Invoice,INV-10860,06/22/2026,07/07/2026,USD,"3,192.39",,,,,"3,192.39"
C-0233,Rose City Market Hall,Invoice,INV-10776,06/08/2026,07/08/2026,USD,"19,104.72",,,,,"19,104.72"
C-0233,Rose City Market Hall,Invoice,INV-10877,06/18/2026,07/18/2026,USD,"9,340.00",,,,,"9,340.00"
C-0237,Plover Supper Club,Invoice,INV-10861,06/22/2026,07/07/2026,USD,994.19,,,,,994.19
C-0250,Nettle Cantina,Invoice,INV-10827,06/17/2026,07/02/2026,USD,"1,363.87",,,,,"1,363.87"
C-0261,Harbor Tavern,Invoice,INV-10875,06/24/2026,07/09/2026,USD,818.62,,,,,818.62
C-0273,Coldwater Creek Market,Invoice,INV-10719,05/25/2026,06/24/2026,USD,,"19,789.98",,,,"19,789.98"
C-0273,Coldwater Creek Market,Invoice,INV-10787,06/08/2026,07/08/2026,USD,"26,462.26",,,,,"26,462.26"
C-0273,Coldwater Creek Market,Invoice,INV-10852,06/22/2026,07/22/2026,USD,"12,789.96",,,,,"12,789.96"
C-0283,Yardarm Smokehouse,Invoice,INV-10880,06/26/2026,07/11/2026,USD,"3,807.29",,,,,"3,807.29"
C-0291,Lantern Supper Club,Invoice,INV-10829,06/18/2026,07/03/2026,USD,"3,613.12",,,,,"3,613.12"
C-0301,Alpenkost GmbH,Invoice,INV-10542,03/12/2026,06/10/2026,USD,,"7,800.00",,,,"7,800.00"
C-0301,Alpenkost GmbH,Invoice,INV-10267,03/23/2026,06/21/2026,EUR,,"10,958.26",,,,"10,958.26"
C-0301,Alpenkost GmbH,Invoice,INV-10256,04/01/2026,06/30/2026,EUR,"9,779.79",,,,,"9,779.79"
C-0301,Alpenkost GmbH,Invoice,INV-10611,04/09/2026,07/08/2026,USD,"5,450.00",,,,,"5,450.00"
C-0301,Alpenkost GmbH,Invoice,INV-10445,04/22/2026,07/21/2026,EUR,"9,120.93",,,,,"9,120.93"
C-0301,Alpenkost GmbH,Invoice,INV-10437,05/01/2026,07/30/2026,EUR,"11,251.20",,,,,"11,251.20"
C-0301,Alpenkost GmbH,Invoice,INV-10506,05/26/2026,08/24/2026,EUR,"12,502.68",,,,,"12,502.68"
C-0301,Alpenkost GmbH,Invoice,INV-10617,06/05/2026,09/03/2026,EUR,"6,621.57",,,,,"6,621.57"
C-0301,Alpenkost GmbH,Payment,PMT-32028,06/10/2026,,USD,"-1,254.40",,,,,"-1,254.40"
C-0301,Alpenkost GmbH,Invoice,INV-10707,06/16/2026,09/14/2026,EUR,"13,491.85",,,,,"13,491.85"
C-0301,Alpenkost GmbH,Invoice,INV-10632,06/26/2026,09/24/2026,EUR,"12,897.39",,,,,"12,897.39"
C-0303,Trillium Bistro,Invoice,INV-10811,06/15/2026,06/30/2026,USD,"3,198.60",,,,,"3,198.60"
C-0306,Tillamook Road Grocery,Invoice,INV-10764,06/04/2026,07/04/2026,USD,"23,021.93",,,,,"23,021.93"
C-0306,Tillamook Road Grocery,Invoice,INV-10835,06/22/2026,07/22/2026,USD,"16,269.23",,,,,"16,269.23"
C-0330,Alder Street Market,Invoice,INV-10812,06/15/2026,07/15/2026,USD,"18,003.05",,,,,"18,003.05"
C-0330,Alder Street Market,Invoice,INV-10882,06/30/2026,07/30/2026,USD,"13,568.77",,,,,"13,568.77"
C-0331,Ironwood Grocery,Invoice,INV-10703,05/25/2026,06/24/2026,USD,,"16,633.65",,,,"16,633.65"
C-0331,Ironwood Grocery,Invoice,INV-10788,06/08/2026,07/08/2026,USD,"26,225.65",,,,,"26,225.65"
C-0331,Ironwood Grocery,Invoice,INV-10822,06/23/2026,07/23/2026,USD,"11,742.95",,,,,"11,742.95"
C-0335,Mountain Grocers Inc.,Invoice,INV-10723,06/01/2026,07/01/2026,USD,"20,989.44",,,,,"20,989.44"
C-0335,Mountain Grocers Inc.,Invoice,INV-10804,06/15/2026,07/15/2026,USD,"17,113.03",,,,,"17,113.03"
C-0335,Mountain Grocers Inc.,Invoice,INV-10857,06/29/2026,07/29/2026,USD,"21,455.17",,,,,"21,455.17"
C-0340,Eastside Cafe,Invoice,INV-10866,06/24/2026,07/09/2026,USD,"3,972.83",,,,,"3,972.83"
C-0348,Foxglove Market,Invoice,INV-10751,06/04/2026,07/04/2026,USD,"28,280.75",,,,,"28,280.75"
C-0348,Foxglove Market,Invoice,INV-10843,06/22/2026,07/22/2026,USD,"27,314.36",,,,,"27,314.36"
C-0355,Jackdaw Kitchen,Invoice,INV-10876,06/25/2026,07/10/2026,USD,"3,517.19",,,,,"3,517.19"
C-0357,Mountain Grocers LLC,Invoice,INV-10794,06/08/2026,07/08/2026,USD,"25,680.79",,,,,"25,680.79"
C-0357,Mountain Grocers LLC,Invoice,INV-10849,06/22/2026,07/22/2026,USD,"22,346.83",,,,,"22,346.83"
C-0366,Kettle Bistro,Invoice,INV-10862,06/22/2026,07/07/2026,USD,"3,401.33",,,,,"3,401.33"
C-0378,Yellowjacket Taproom,Invoice,INV-10856,06/23/2026,07/08/2026,USD,"2,476.56",,,,,"2,476.56"
C-0379,Filbert & Oak Market,Invoice,INV-10740,05/26/2026,06/25/2026,USD,,"26,076.09",,,,"26,076.09"
C-0379,Filbert & Oak Market,Invoice,INV-10785,06/11/2026,07/11/2026,USD,"20,442.75",,,,,"20,442.75"
C-0379,Filbert & Oak Market,Invoice,INV-10837,06/25/2026,07/25/2026,USD,"20,527.84",,,,,"20,527.84"
C-0389,Umpqua Valley Foods,Invoice,INV-10778,06/10/2026,07/10/2026,USD,"11,113.59",,,,,"11,113.59"
C-0389,Umpqua Valley Foods,Invoice,INV-10838,06/26/2026,07/26/2026,USD,"19,171.74",,,,,"19,171.74"
C-0390,Dogwood Bistro,Invoice,INV-10795,06/08/2026,06/23/2026,USD,,"1,595.14",,,,"1,595.14"
C-0396,Driftwood Pantry,Invoice,INV-10715,05/25/2026,06/24/2026,USD,,"25,385.77",,,,"25,385.77"
C-0396,Driftwood Pantry,Invoice,INV-10777,06/08/2026,07/08/2026,USD,"26,569.22",,,,,"26,569.22"
C-0396,Driftwood Pantry,Invoice,INV-10830,06/22/2026,07/22/2026,USD,"13,922.73",,,,,"13,922.73"
C-0399,Larch Mountain Mercantile,Invoice,INV-10744,06/01/2026,07/01/2026,USD,"14,034.75",,,,,"14,034.75"
C-0399,Larch Mountain Mercantile,Invoice,INV-10813,06/15/2026,07/15/2026,USD,"13,092.94",,,,,"13,092.94"
C-0399,Larch Mountain Mercantile,Invoice,INV-10883,06/29/2026,07/29/2026,USD,"28,431.97",,,,,"28,431.97"
C-0400,Salmonberry Market,Invoice,INV-10758,06/08/2026,07/08/2026,USD,"15,860.18",,,,,"15,860.18"
C-0400,Salmonberry Market,Invoice,INV-10841,06/23/2026,07/23/2026,USD,"23,581.08",,,,,"23,581.08"
C-0414,Belmont Natural Foods,Invoice,INV-10800,06/09/2026,07/09/2026,USD,"13,904.28",,,,,"13,904.28"
C-0414,Belmont Natural Foods,Invoice,INV-10853,06/22/2026,07/22/2026,USD,"24,609.11",,,,,"24,609.11"
C-0415,Kestrel Market Hall,Invoice,INV-10793,06/16/2026,07/16/2026,USD,"26,000.70",,,,,"26,000.70"
C-0415,Kestrel Market Hall,Invoice,INV-10879,06/30/2026,07/30/2026,USD,"18,114.28",,,,,"18,114.28"
C-0420,Nehalem Bay Grocers,Invoice,INV-10756,06/01/2026,07/01/2026,USD,"15,832.00",,,,,"15,832.00"
C-0420,Nehalem Bay Grocers,Invoice,INV-10814,06/15/2026,07/15/2026,USD,"20,282.87",,,,,"20,282.87"
C-0420,Nehalem Bay Grocers,Invoice,INV-10881,06/29/2026,07/29/2026,USD,"28,964.35",,,,,"28,964.35"
C-0427,Deschutes Food Hall,Invoice,INV-10742,06/02/2026,07/02/2026,USD,"12,970.24",,,,,"12,970.24"
C-0427,Deschutes Food Hall,Invoice,INV-10799,06/17/2026,07/17/2026,USD,"16,080.94",,,,,"16,080.94"
,TOTAL,,,,,,"1,892,341.99","239,837.14",0.00,0.00,"3,589.87","2,135,769.00"
